,0
0,177.30147865588248
1,177.30147865588248
2,177.30147865588248
3,177.30147865588248
4,177.30147865588248
5,177.30147865588248
6,177.30147865588248
7,177.30147865588248
8,177.30147865588248
9,136.7995441174254
10,136.7995441174254
11,136.7995441174254
12,136.7995441174254
13,136.7995441174254
14,136.7995441174254
15,136.7995441174254
16,136.7995441174254
17,136.7995441174254
18,136.7995441174254
19,136.7995441174254
20,108.04016375500649
21,108.04016375500649
22,108.04016375500649
23,108.04016375500649
24,108.04016375500649
25,108.04016375500649
26,108.04016375500649
27,108.04016375500649
28,108.04016375500649
29,108.04016375500649
30,108.04016375500649
31,108.04016375500649
32,108.04016375500649
33,108.04016375500649
34,108.04016375500649
35,108.04016375500649
36,108.04016375500649
37,108.04016375500649
38,108.04016375500649
39,108.04016375500649
40,108.04016375500649
41,108.04016375500649
42,108.04016375500649
43,108.04016375500649
44,108.04016375500649
45,108.04016375500649
46,108.04016375500649
47,108.04016375500649
48,108.04016375500649
49,108.04016375500649
50,108.04016375500649
51,108.04016375500649
52,108.04016375500649
53,108.04016375500649
54,108.04016375500649
55,108.04016375500649
56,108.04016375500649
57,108.04016375500649
58,108.04016375500649
59,108.04016375500649
60,108.04016375500649
61,114.67013568542174
62,114.67013568542174
63,114.67013568542174
64,114.67013568542174
65,114.67013568542174
66,114.67013568542174
67,114.67013568542174
68,114.67013568542174
69,114.67013568542174
70,114.67013568542174
71,114.67013568542174
72,114.67013568542174
73,114.67013568542174
74,114.67013568542174
75,114.67013568542174
76,114.67013568542174
77,114.67013568542174
78,114.67013568542174
79,114.67013568542174
80,114.67013568542174
81,114.67013568542174
82,114.67013568542174
83,114.67013568542174
84,114.67013568542174
85,114.67013568542174
86,114.67013568542174
87,114.67013568542174
88,114.67013568542174
89,114.67013568542174
90,114.67013568542174
91,114.67013568542174
92,114.67013568542174
93,114.67013568542174
94,114.67013568542174
95,114.67013568542174
96,114.67013568542174
97,114.67013568542174
98,114.67013568542174
99,114.67013568542174
100,114.67013568542174
101,114.67013568542174
102,114.67013568542174
103,114.67013568542174
104,114.67013568542174
105,114.67013568542174
106,114.67013568542174
107,114.67013568542174
108,114.67013568542174
109,114.67013568542174
110,114.67013568542174
111,114.67013568542174
112,114.67013568542174
113,114.67013568542174
114,114.67013568542174
115,114.67013568542174
116,114.67013568542174
117,114.67013568542174
118,114.67013568542174
119,114.67013568542174
120,114.67013568542174
121,114.67013568542174
122,114.67013568542174
123,114.67013568542174
124,114.67013568542174
125,114.67013568542174
126,114.67013568542174
127,114.67013568542174
128,114.67013568542174
129,114.67013568542174
130,114.67013568542174
131,114.67013568542174
132,114.67013568542174
133,114.67013568542174
134,114.67013568542174
135,114.67013568542174
136,114.67013568542174
137,114.67013568542174
138,114.67013568542174
139,114.67013568542174
140,114.67013568542174
141,114.67013568542174
142,114.67013568542174
143,114.67013568542174
144,114.67013568542174
145,114.67013568542174
146,114.67013568542174
147,114.67013568542174
148,114.67013568542174
149,114.67013568542174
150,114.67013568542174
151,114.67013568542174
152,114.67013568542174
153,114.67013568542174
154,114.67013568542174
155,114.67013568542174
156,114.67013568542174
157,114.67013568542174
158,114.67013568542174
159,114.67013568542174
160,114.67013568542174
161,114.67013568542174
162,114.67013568542174
163,114.67013568542174
164,114.67013568542174
165,114.67013568542174
166,114.67013568542174
167,114.67013568542174
168,114.67013568542174
169,114.67013568542174
170,114.67013568542174
171,114.67013568542174
172,114.67013568542174
173,114.67013568542174
174,114.67013568542174
175,114.67013568542174
176,114.67013568542174
177,114.67013568542174
178,114.67013568542174
179,114.67013568542174
180,114.67013568542174
181,114.67013568542174
182,114.67013568542174
183,114.67013568542174
184,114.67013568542174
185,114.67013568542174
186,114.67013568542174
187,114.67013568542174
188,114.67013568542174
189,114.67013568542174
190,114.67013568542174
191,114.67013568542174
192,114.67013568542174
193,114.67013568542174
194,114.67013568542174
195,114.67013568542174
196,114.67013568542174
197,114.67013568542174
198,114.67013568542174
199,114.67013568542174
200,114.67013568542174
201,114.67013568542174
202,114.67013568542174
203,114.67013568542174
204,114.67013568542174
205,114.67013568542174
206,114.67013568542174
207,114.67013568542174
208,114.67013568542174
209,114.67013568542174
210,114.67013568542174
211,114.67013568542174
212,114.67013568542174
213,114.67013568542174
214,114.67013568542174
215,114.67013568542174
216,114.67013568542174
217,114.67013568542174
218,114.67013568542174
219,114.67013568542174
220,114.67013568542174
221,114.67013568542174
222,114.67013568542174
223,114.67013568542174
224,114.67013568542174
225,114.67013568542174
226,114.67013568542174
227,114.67013568542174
228,114.67013568542174
229,114.67013568542174
230,114.67013568542174
231,114.67013568542174
232,114.67013568542174
233,114.67013568542174
