,0
0,16.475621550909292
1,19.11657092467893
2,23.182933672425143
3,22.387697569437773
4,17.46715916056138
5,23.39812551353792
6,25.885424903772577
7,14.405208193417824
8,11.273015474654027
9,42.58953754389579
10,21.502438641437465
11,11.321247895601164
12,38.117790075806866
13,22.102360514579335
14,12.720595294585152
15,10.325867625455293
16,33.53769932532803
17,13.091728056541257
18,37.1365863306889
19,19.432935780069123
20,36.017655583422496
21,10.92234170197285
22,18.8753594658152
23,33.985924649141964
24,25.620572833171483
25,19.91704163784041
26,33.75635843335442
27,21.593751671266357
28,40.18878590471451
29,35.9742173341156
30,27.51593184693482
31,32.48394115849348
32,13.541787902078468
33,23.563128842848506
34,10.61043160459067
35,35.09356800053659
36,9.865097744993498
37,23.700709142016102
38,30.81286353852996
39,12.16325611848388
40,9.816449646547897
41,20.44057782842226
42,33.87156522007826
43,11.956929531528862
44,15.354001986992124
45,24.186152618493846
46,14.030641962319383
47,13.200383335926917
48,26.648212694946363
49,27.414967407980185
50,27.93347610300192
51,12.302159841015083
52,45.64789971180261
53,10.658485255979803
54,28.903472601148952
55,37.74746253103036
56,11.90471301096531
57,13.288672459519951
58,30.987789649611138
59,38.212713472213
60,14.073232676768022
61,25.614302576050108
62,10.36132327749425
63,20.54385532165999
64,22.575193882690268
65,13.572175764187856
66,30.6937455612072
67,16.70802516720221
68,10.246007201199777
69,29.371223156675242
70,10.700555763435926
71,28.848759415100062
72,30.561889092849324
73,10.921053552923933
74,19.675782849025428
75,30.26334814644712
76,30.84427684889026
77,34.75230634414562
78,38.70684846930455
79,21.74249574327866
80,35.93500346292182
81,39.088494249875914
82,32.98050386341288
83,17.11204873095163
84,37.1823705809791
85,41.853280761425864
86,10.637401126703445
87,27.96338216874776
88,13.666571618859411
89,31.965761115001722
90,29.13190192520001
91,36.59920610137
92,24.59543594011857
93,10.106025878190978
94,16.740868332432314
95,24.666494880989916
96,10.153604297062856
97,22.28227170020419
98,16.11313615101982
99,14.213914272670824
100,10.347973889371175
101,10.705225772703045
102,27.722633945949703
103,10.150357348772683
104,39.23162438355979
